ToLID,Species,NCBI Species,Common name,Assembly version,Pipeline version,Curated,Required purging? (HiC asm only),Total bp,Genome size¹,Heterozygosity¹,Sequencing depth,Repeat content¹,Sex (metadata),Heterogametic,Mitogenome?,Assembler,Instance,Bionano,Draft assembly folder,,Curated assembly folder,Notes,% assigned to chr,# scaffolds,Total scaffold length,Average scaffold length,Scaffold N50,Scaffold auN,Scaffold L50,Scaffold NG50,Scaffold auNG,Scaffold LG50,Largest scaffold,Smallest scaffold,# contigs,Total contig length,Average contig length,Contig N50,Contig auN,Contig L50,Contig NG50,Contig auNG,Contig LG50,Largest contig,Smallest contig,# gaps in scaffolds,Total gap length in scaffolds,Average gap length in scaffolds,Gap N50 in scaffolds,Gap auN in scaffolds,Gap L50 in scaffolds,Largest gap in scaffolds,Smallest gap in scaffolds,Base composition (A:C:G:T),GC content %
mOchPri1,Ochotona princeps,Ochotona princeps,southern American pika,hap1,vgp_hic_2.0,,,,"2,646,657,284",0.36,30,37.5,,,,Linelle Abueg,RU,,,,,,86.68,6110,2402717247,393243.41,69303236,63711816.62,13,71253731,68070676.77,12,149495904,12751,6405,2402658247,375122.29,12230933,19399087.41,45,13745231,20725771.97,40,65041145,12751,295,59000,200,200,200,148,200,200,669968074:533103428:531465363:668121382,44.31
mOchPri1,Ochotona princeps,Ochotona princeps,southern American pika,hap2,vgp_hic_2.0,,,,"2,646,657,284",0.36,30,37.5,,,,Linelle Abueg,RU,,,,,,81.09,6270,2695654173,429928.9,64392637,61235285.42,15,73962893,73401229.79,12,151082394,11519,6583,2695591573,409477.68,11481629,18689419.09,56,15331769,22402026.52,39,100297355,11519,313,62600,200,200,200,157,200,200,750604467:596868811:597128582:750989713,44.29
mRhyNas2,Rhynchonycteris naso,Rhynchonycteris naso,proboscis bat,hap1,vgp_hic_2.0,,,,"2,313,688,595",0.511,54,26.9,,,,Linelle Abueg,RU,,,,,,,236,"2,321,482,384","9,836,789.76","284,555,020","259,230,857.60",4,"284,555,020","260,104,101.31",4,"372,384,904","14,619",269,"2,321,475,784","8,630,021.50","87,827,715","102,887,011.19",9,"87,827,715","103,233,302.34",9,"209,121,287","14,619",33,"6,600",200,200,200,17,200,200,"686,096,992:474,695,627:475,015,739:685,667,426",40.91
mRhyNas2,Rhynchonycteris naso,Rhynchonycteris naso,proboscis bat,hap2,vgp_hic_2.0,,,,"2,313,688,595",0.511,54,26.9,,,,Linelle Abueg,RU,,,,,,,108,"2,439,526,727","22,588,210.44","288,038,771","255,224,302.21",4,"288,038,771","269,105,588.45",4,"373,089,376","16,107",144,"2,439,519,527","16,941,107.83","108,301,702","105,990,121.74",9,"108,301,702","111,754,443.65",9,"176,149,517","16,107",36,"7,200",200,200,200,18,200,200,"722,277,617:497,363,103:497,489,138:722,389,669",40.78
mTapInd1,Tapirus indicus,Tapirus indicus,Malayan tapir,hap1,vgp_hic_2.0,,,,"2,449,717,975",0.197,36,17.3,,,,Linelle Abueg,RU,,,,,,97.96,285,"2,484,661,751","8,718,111.41","127,311,890","109,134,053.26",9,"127,311,890","110,690,785.89",9,"172,138,183","14,559",347,"2,484,649,351","7,160,372.77","54,825,361","59,632,291.25",16,"54,825,361","60,482,608.71",16,"147,656,514","14,559",62,"12,400",200,200,200,31,200,200,"730,496,089:512,130,436:511,783,409:730,239,417",41.21
mTapInd1,Tapirus indicus,Tapirus indicus,Malayan tapir,hap2,vgp_hic_2.0,,,,"2,449,717,975",0.197,36,17.3,,,,Linelle Abueg,RU,,,,,,98.38,219,2491183386,11375266.6,129754520,111567501.7,9,129754520,113455960.8,9,171925268,16699,276,2491171986,9025985.46,52012120,61637757.23,15,52012120,62680788.42,15,154784349,16699,57,11400,200,200,200,29,200,200,732258340:513145963:513222270:732545413,41.2
mThoBot2,Thomomys bottae,Thomomys bottae,Botta's pocket gopher,hap1,vgp_hic_2.0,,,,"2,962,964,491",0.971,44,55.6,,,,Linelle Abueg,RU,,,,,,91.46,703,1901113563,2704286.72,60490657,55505540.62,13,27194255,35613770.06,25,96905417,11058,1438,1900966563,1321951.71,5881517,7132730.61,98,2262801,4576187.95,240,26541333,11058,735,147000,200,200,200,368,200,200,558503476:391003600:393464755:557994732,41.27
mThoBot2,Thomomys bottae,Thomomys bottae,Botta's pocket gopher,hap2,vgp_hic_2.0,,,,"2,962,964,491",0.971,44,55.6,,,,Linelle Abueg,RU,,,,,,92.71,360,1998645641,5551793.45,64567486,61346699.97,12,44133396,41380959.8,21,115125813,14782,915,1998534641,2184190.86,6136292,7699152.4,96,3275667,5193117.51,203,26304770,14782,555,111000,200,200,200,278,200,200,588326640:410491867:410497905:589218229,41.08
rRhiFlo1,Rhineura floridana,Rhineura floridana,Florida worm lizard,hap1,vgp_hic_2.0,,,,"2,296,788,802",0.001,26,39.1,,,,Linelle Abueg,RU,,,,,,,624,2321828830,3720879.54,194483480,189340004.3,5,194483480,191404225,5,323937510,8960,837,2318084678,2769515.74,16490926,22276020.41,42,16673554,22482564.15,41,80211942,8960,213,3744152,17578.18,2328298,1462022.19,1,2328298,13,662839474:496857952:496681902:661705350,42.86
rRhiFlo1,Rhineura floridana,Rhineura floridana,Florida worm lizard,hap2,vgp_hic_2.0,,,,"2,296,788,802",0.001,26,39.1,,,,Linelle Abueg,RU,,,,,,99.81,71,2325145323,32748525.68,188683971,233585522.4,4,188683971,236469406.5,4,465767473,15789,319,2300985327,7213120.15,18156940,23326010.38,38,18400627,23368629.96,37,75372028,15789,248,24159996,97419.34,13546692,8417541.74,1,13546692,13,657739906:493083027:493154569:657007825,42.86
rTilSci1,Tiliqua scincoides,Tiliqua scincoides,blue-tongued skink,hap1,vgp_hic_2.0,,,,"1,540,406,099",0.892,32,25.8,,,,Linelle Abueg,RU,,,,,,98.16,856,1702627229,1989050.5,241610018,218647728.3,3,241610018,241673657.4,3,313576647,14015,1088,1702580829,1564872.09,42823913,45158024.17,13,46529146,49912283.7,11,112097903,14015,232,46400,200,200,200,116,200,200,469425634:381857052:381966371:469331772,44.86
rTilSci1,Tiliqua scincoides,Tiliqua scincoides,blue-tongued skink,hap2,vgp_hic_2.0,,,,"1,540,406,099",0.892,32,25.8,,,,Linelle Abueg,RU,,,,,,99.06,392,1617008520,4125021.73,282484319,257290222.2,3,282484319,270084935.2,3,442280722,14015,718,1616943320,2252010.19,37605714,50925348.59,11,44156298,53455645.42,10,156185019,14015,326,65200,200,200,200,163,200,200,446965547:361463056:361516748:446997969,44.71
sHepPer1,Heptranchias perlo,Hexanchus griseus,sharpnose sevengill shark,hap1,vgp_hic_2.0,,,,"2,778,234,501",0.604,60,48.5,,,,Linelle Abueg,RU,,,,,,85.96,"1,941","3,254,220,941","1,676,569.26","66,547,297","76,725,895.82",15,"75,454,724","89,871,109.44",12,"198,562,713","6,694","3,737","3,253,861,741","870,714.94","4,853,838","7,582,837.43",161,"6,669,910","8,881,001.43",119,"41,169,188","6,694","1,796","359,200",200,200,200,898,200,200,"906,249,925:720,494,880:723,084,148:904,032,788",44.37
sHepPer1,Heptranchias perlo,Hexanchus griseus,sharpnose sevengill shark,hap2,vgp_hic_2.0,,,,"2,778,234,501",0.604,60,48.5,,,,Linelle Abueg,RU,,,,,,,"1,227","3,060,592,654","2,494,370.54","66,158,240","80,569,447.13",14,"74,521,374","88,757,899.29",12,"197,371,158","9,865","2,922","3,060,253,654","1,047,314.73","5,562,131","7,854,237.50",140,"6,468,577","8,651,522.75",117,"34,090,159","9,865","1,695","339,000",200,200,200,848,200,200,"851,213,954:677,682,898:679,831,969:851,524,833",44.36
sHetFra1,Heterodontus francisci,Heterodontus francisci,horn shark,hap1,vgp_hic_2.0,,,,"5,264,099,308",0.563,40,62.8,,,,Linelle Abueg,RU,,,,,,75.6,2453,6032111740,2459075.31,75288251,88612912.91,23,94622563,101541206,18,288082829,13349,5189,6001111670,1156506.39,3433973,4521700.87,495,3901425,5154772.03,394,22199025,13349,2736,31000070,11330.43,57153,191437.33,115,1343158,13,1646629767:1344084733:1359577992:1650819178,45.05
sHetFra1,Heterodontus francisci,Heterodontus francisci,horn shark,hap2,vgp_hic_2.0,,,,"5,264,099,308",0.563,40,62.8,,,,Linelle Abueg,RU,,,,,,84.74,1599,5182132348,3240858.25,92485380,101956818.4,18,92485380,100369255.2,18,296397455,13811,4215,5152841799,1222501.02,3484749,4383144.05,434,3400944,4290505.66,450,18768040,13811,2616,29290549,11196.69,50580,80302.02,155,549610,13,1418226185:1156325119:1155859294:1422431201,44.87
sHydCol1,Hydrolagus colliei,Hydrolagus colliei,spotted ratfish,hap1,vgp_hic_2.0,,,,"785,857,200",1.06,67,26.5,,,,Linelle Abueg,RU,,,,,,88.6,"1,072","1,098,577,957","1,024,792.87","30,893,970","66,705,228.97",6,"111,200,667","93,249,631.31",3,"154,876,336","10,458","3,133","1,098,165,757","350,515.72","1,033,090","1,619,454.82",265,"1,571,259","2,263,044.52",141,"7,511,022","10,458","2,061","412,200",200,200,200,"1,031",200,200,"310,394,453:238,082,246:239,151,468:310,537,590",43.46
sHydCol1,Hydrolagus colliei,Hydrolagus colliei,spotted ratfish,hap2,vgp_hic_2.0,,,,"785,857,200",1.06,67,26.5,,,,Linelle Abueg,RU,,,,,,94.49,552,"1,000,599,745","1,812,680.70","42,627,691","70,308,073.23",5,"110,545,312","89,520,386.33",3,"156,096,171","14,133","2,473","1,000,215,545","404,454.32","1,062,822","1,731,833.01",229,"1,504,914","2,204,225.27",145,"10,939,731","14,133","1,921","384,200",200,200,200,961,200,200,"286,217,135:214,637,281:213,880,677:285,480,452",42.84
sNarBan1,Narcine bancroftii,Tetronarce macneilli,Brazilian electric ray,hap1,vgp_hic_2.0,,,,"3,076,449,672",0.602,39,47.1,,,,Linelle Abueg,RU,,,,,,,667,"3,388,522,887","5,080,244.21","310,924,309","291,668,403.16",4,"310,924,309","324,418,640.04",4,"610,048,300","14,414","2,008","3,388,254,687","1,687,377.83","5,354,700","8,742,807.73",156,"6,288,908","9,723,731.71",126,"54,857,896","14,414","1,341","268,200",200,200,200,671,200,200,"954,089,254:739,704,453:734,046,933:960,414,047",43.5
sNarBan1,Narcine bancroftii,Tetronarce macneilli,Brazilian electric ray,hap2,vgp_hic_2.0,,,,"3,076,449,672",0.602,39,47.1,,,,Linelle Abueg,RU,,,,,,,519,"3,063,733,929","5,903,148.23","249,559,585","253,510,632.19",5,"249,559,585","254,948,943.47",5,"457,782,947","18,686","1,892","3,063,459,329","1,619,164.55","5,042,006","8,083,682.94",149,"5,057,162","8,128,817.66",148,"35,826,334","18,686","1,373","274,600",200,200,200,687,200,200,"882,524,670:646,994,905:659,212,046:874,727,708",42.64
sSteFas4,Stegostoma tigrinum,Stegostoma tigrinum,zebra shark,hap1,vgp_hic_2.0,,,,"3,157,655,626",0.291,46,36.5,,,,Linelle Abueg,RU,,,,,,93.35,860,3179043932,3696562.71,78440774,82586810.38,14,78440774,83146210.2,14,194051863,7955,1986,3161784378,1592036.44,6235744,8577665.13,134,6235744,8588880.74,134,31236108,7955,1126,17259554,15328.2,69303,342307.85,47,2056108,13,894306106:685466437:686640746:895371089,43.4
sSteFas4,Stegostoma tigrinum,Stegostoma tigrinum,zebra shark,hap2,vgp_hic_2.0,,,,"3,157,655,626",0.291,46,36.5,,,,Linelle Abueg,RU,,,,,,,934,3603968594,3858638.75,68031136,76646106.82,17,77541765,87479508.4,14,194680986,13876,2137,3591456416,1680606.65,5797865,8047156.14,167,6867537,9152679.7,132,36121558,13876,1203,12512178,10400.81,47234,83259.05,70,521974,13,997433263:797726336:806198195:990098622,44.66
xbAnaTube1,Anadara tuberculosa,Anadara broughtonii,piangua,hap1,vgp_hic_2.0,,,,"804,638,960",2.4,56,40.8,,,,Linelle Abueg,RU,,,,,,,377,"908,173,398","2,408,948.01","47,650,244","44,674,106.90",9,"47,867,017","50,422,409.91",8,"56,636,165","8,500",833,"908,082,198","1,090,134.69","2,893,458","3,642,705.99",92,"3,351,423","4,111,007.08",75,"11,211,496","8,500",456,"91,200",200,200,200,228,200,200,"306,431,281:146,965,802:147,305,327:307,379,788",32.41
xbAnaTube1,Anadara tuberculosa,Anadara broughtonii,piangua,hap2,vgp_hic_2.0,,,,"804,638,960",2.4,56,40.8,,,,Linelle Abueg,RU,,,,,,,178,"885,034,737","4,972,105.26","44,783,174","47,189,397.10",9,"47,461,313","51,904,341.86",8,"73,531,551","12,385",567,"884,956,937","1,560,770.61","3,597,786","3,974,935.83",82,"3,803,926","4,371,708.58",71,"10,417,113","12,385",389,"77,800",200,200,200,195,200,200,"299,420,024:143,310,340:143,053,709:299,172,864",32.36
aEleCoq1,Eleutherodactylus coqui,Eleutherodactylus coqui,coqui,hap1,HiC,,,,"3,109,689,942",1.17,38,51.2,,,,Linelle Abueg,RU+EU,,,,,,94.97,972,"3,393,661,501","3,491,421","244,821,910.00","270,203,156",5,"244,821,910","294,877,645",5,"535,105,698","10,585","1,630","3,393,529,901","2,081,920","9,691,067.00","15,239,327",90,"10,734,114","16,630,311",76,"82,819,733","10,585",658,"131,600",200,200,200,329,200,200,"935,092,325:761,359,832:762,465,095:934,612,649",44.9
aEleCoq1,Eleutherodactylus coqui,Eleutherodactylus coqui,coqui,hap2,HiC,,,,"3,109,689,942",1.17,38,51.2,,,,Linelle Abueg,RU+EU,,,,,,95.12,854,"3,340,636,055","3,911,752","277,440,397.00","264,768,371",5,"277,440,397","284,431,819",5,"516,190,340","9,378","1,510","3,340,504,855","2,212,255","10,863,754.00","16,266,505",83,"11,496,357","17,473,877",73,"84,089,531","9,378",656,"131,200",200,200,200,328,200,200,"920,277,590:749,845,586:751,044,384:919,337,295",44.93
aHypRig1,Hyperolius riggenbachi,Hyperolius riggenbachi,Riggenbach's reed frog,hap1,HiC,,,,"4,836,860,487","2.44, 0.001",32* triploid covg,63.5,,,,Linelle Abueg,RU,,,,,,,591,"5,033,002,362","8,516,078.45","378,392,738","631,440,321.16",4,"378,392,738","630,720,824.81",4,"1,465,642,904","13,383","3,554","5,032,409,762","1,415,984.74","2,705,643","3,483,668.31",551,"2,705,378","3,479,289.12",552,"19,566,916","13,383","2,963","592,600",200,200,200,"1,482",200,200,"1,384,123,751:1,131,829,385:1,132,606,683:1,383,849,943",45
aScaCou1,Scaphiopus couchii,Scaphiopus couchii,Couch's spadefoot toad,hap1,HiC,,,,"882,710,787",1.01,37,22.1,,,,Linelle Abueg,RU,,,,,,,120,"951,081,809","7,925,681.74","110,424,546","163,700,988.92",3,"110,424,546","176,380,571.04",3,"327,361,128","12,909",677,"950,970,409","1,404,683.03","9,163,641","9,670,719.10",33,"10,430,675","10,418,551.39",29,"26,139,495","12,909",557,"111,400",200,200,200,279,200,200,"286,444,414:189,204,211:189,115,029:286,206,755",39.78
aScaCou1,Scaphiopus couchii,Scaphiopus couchii,Couch's spadefoot toad,hap2,HiC,,,,"882,710,787",1.01,37,22.1,,,,Linelle Abueg,RU,,,,,,,130,"965,040,997","7,423,392.28","97,307,503","87,451,956.42",5,"108,576,680","95,608,578.10",4,"137,611,092","14,604",649,"964,937,197","1,486,806.16","9,270,724","14,929,824.86",28,"9,592,041","16,320,570.18",24,"58,255,615","14,604",519,"103,800",200,200,200,260,200,200,"290,544,133:191,807,247:191,921,144:290,664,673",39.77
aSpeMul1,Spea multiplicata,Spea multiplicata,Mexican spadefoot toad,hap1,HiC,,,,"803,352,364",1.08,67,20.5,,,,Linelle Abueg,RU,,,,,,,586,"948,959,649","1,619,385.07","107,891,791","94,684,237.46",4,"107,891,791","111,845,716.49",4,"157,610,361","11,429",759,"948,925,049","1,250,230.63","17,207,202","22,687,995.19",15,"19,556,455","26,799,207.81",11,"66,090,318","11,429",173,"34,600",200,200,200,87,200,200,"283,579,833:190,794,139:191,236,906:283,314,171",40.26
aSpeMul1,Spea multiplicata,Spea multiplicata,Mexican spadefoot toad,hap2,HiC,,,,"803,352,364",1.08,67,20.5,,,,Linelle Abueg,RU,,,,,,,357,"951,420,262","2,665,042.75","103,610,757","90,196,411.21",4,"103,610,757","106,820,738.98",4,"159,127,916","14,055",540,"951,383,662","1,761,821.60","12,307,020","20,489,960.58",17,"19,294,698","24,265,583.33",12,"58,126,749","14,055",183,"36,600",200,200,200,92,200,200,"284,566,260:191,067,702:190,642,961:285,106,739",40.12
aXenPet1,Xenopus petersii,Xenopus petersii,Peter's clawed frog,mat,trio,,,,"2,537,139,879",1.99,40,40.8,,,,Linelle Abueg,RU,,,,,,,"1,008","2,889,196,191","2,866,266.06","172,902,947","202,149,126.18",7,"174,594,966","230,199,560.62",6,"401,493,209","11,070","1,476","2,889,102,591","1,957,386.58","15,294,995","17,524,895.75",57,"17,445,795","19,956,022.98",46,"46,795,836","11,070",468,"93,600",200,200,200,234,200,200,,39.52
aXenPet1,Xenopus petersii,Xenopus petersii,Peter's clawed frog,pat,trio,,,,"2,537,139,879",1.99,40,40.8,,,,Linelle Abueg,RU,,,,,,,"1,243","2,610,967,270","2,100,536.82","145,707,548","148,907,487.40",8,"147,511,744","153,240,496.93",7,"236,922,605","8,810","2,253","2,610,765,270","1,158,795.06","8,630,839","11,522,859.07",81,"9,188,962","11,857,241.50",77,"40,398,614","8,810","1,010","202,000",200,200,200,505,200,200,"791,223,414:514,248,753:514,269,291:791,023,812",39.4
bAegAlb1,Aegotheles albertisi,Aegotheles,mountain owlet-nightjar,hap1,HiC,,,,"1,039,924,900",1.17,46,21.6,,,,Linelle Abueg,RU,,,,,,,357,"951,420,262","2,665,042.75","103,610,757","90,196,411.21",4,"103,610,757","106,820,738.98",4,"159,127,916","14,055",540,"951,383,662","1,761,821.60","12,307,020","20,489,960.58",17,"19,294,698","24,265,583.33",12,"58,126,749","14,055",183,"36,600",200,200,200,92,200,200,"284,566,260:191,067,702:190,642,961:285,106,739",40.12
bAegAlb1,Aegotheles albertisi,Aegotheles,mountain owlet-nightjar,hap2,HiC,,,,"1,039,924,900",1.17,46,21.6,,,,Linelle Abueg,RU,,,,,,,538,"1,059,478,169","1,969,290.28","46,606,928","52,277,046.87",8,"46,957,864","53,259,990.12",7,"110,209,432","4,482",887,"1,059,408,369","1,194,372.46","9,598,869","10,679,753.55",34,"9,734,279","10,879,843.62",33,"26,358,695","4,482",349,"69,800",200,200,200,175,200,200,"304,431,897:225,311,016:225,423,150:304,242,306",42.55
bAmmMai1,Ammodramus maritimus,Ammodramus maritimus,seaside sparrow,pri,standard,,,,"1,278,626,838",0.353,29,24.8,,,,Linelle Abueg,RU,,,,,,,387,"1,243,305,876","3,212,677","34,285,352.00","49,261,703",9,"39,973,966","49,979,010",8,"114,163,864","14,639",645,"1,239,216,328","1,921,266","8,252,193.00","11,705,977",39,"8,438,390","11,837,364",38,"43,812,934","14,639",260,"4,089,548","15,729","176,386","193,792.12",7,"391,762",13,"349,925,042:269,490,940:269,606,740:350,193,606",43.5
bAnoHya1,Anodorhynchus hyacinthinus,Anodorhynchus hyacinthinus,hyacinth macaw,hap1,HiC,,,,"1,142,088,697",0.515,42,14.7,,,,Linelle Abueg,RU,,,,,,,419,"1,111,504,145","2,652,754.52","124,191,336","101,687,409.62",4,"124,191,336","98,964,272.73",4,"167,336,023","14,232",554,"1,111,477,145","2,006,276.44","23,420,758","24,330,008.84",16,"23,420,758","23,677,888.44",16,"58,773,746","14,232",135,"27,000",200,200,200,68,200,200,"317,391,733:238,522,295:237,793,191:317,769,926",42.85
bAnoHya1,Anodorhynchus hyacinthinus,Anodorhynchus hyacinthinus,hyacinth macaw,hap2,HiC,,,,"1,142,088,697",0.515,42,14.7,,,,Linelle Abueg,RU,,,,,,,450,"1,298,498,344","2,885,551.88","106,271,169","97,484,158.45",5,"124,674,189","110,834,665.15",4,"167,226,419","14,287",628,"1,298,462,744","2,067,615.83","17,958,334","21,425,810.82",22,"19,727,070","24,359,419.00",18,"58,554,738","14,287",178,"35,600",200,200,200,89,200,200,"371,242,267:279,084,861:279,804,017:368,331,599",43.04
bAptMan1,Apteryx mantelli,Apteryx mantelli,North Island brown kiwi,hap1,HiC,,,,"1,435,335,165",0.365,50,19.4,,,,Linelle Abueg,RU,,,,,,,425,"1,487,104,566","3,499,070","87,711,492.00","92,121,232",6,"87,711,492","95,443,843",6,"222,926,480","7,863",579,"1,487,073,766","2,568,348","17,974,630.00","22,656,836",24,"17,975,779","23,473,532",23,"73,202,259","7,863",154,"30,800",200,200,200,77,200,200,"417,321,323:326,036,036:326,470,847:417,245,560",43.88
bAptMan1,Apteryx mantelli,Apteryx mantelli,North Island brown kiwi,hap2,HiC,,,,"1,435,335,165",0.365,50,19.4,,,,Linelle Abueg,RU,,,,,,,363,"1,610,863,341","4,437,640","52,837,235.00","85,682,961",7,"75,014,796","96,161,192",6,"222,809,338","7,863",505,"1,610,834,941","3,189,772","16,168,984.00","20,870,474",29,"19,998,043","23,422,326",24,"74,404,678","7,863",142,"28,400",200,200,200,71,200,200,"446,223,825:358,340,128:358,991,702:447,279,286",44.53
bBaeBic1,Baeolophus bicolor,Baeolophus bicolor,tufted titmouse,hap1,HiC,,,,"1,046,397,818",1.08,48,13.6,,,,Linelle Abueg,RU,,,,,,,358,"1,107,957,234","3,094,852.61","64,449,623","69,530,412.97",6,"73,689,158","73,620,876.03",5,"152,889,094","14,756",683,"1,087,631,764","1,592,433.04","7,319,285","8,458,530.71",46,"7,498,641","8,791,844.28",43,"24,538,305","14,756",325,"20,325,470","62,539.91","7,131,916","6,412,895.03",2,"8,480,700",13,"312,603,816:230,959,644:232,585,167:311,483,137",42.62
bBaeBic1,Baeolophus bicolor,Baeolophus bicolor,tufted titmouse,hap2,HiC,,,,"1,046,397,818",1.08,48,13.6,,,,Linelle Abueg,RU,,,,,,,285,"1,241,995,831","4,357,880.11","64,472,019","89,726,217.11",6,"75,470,054","106,498,298.90",4,"235,735,481","23,195",679,"1,223,379,717","1,801,737.43","6,579,559","8,119,715.95",54,"7,978,269","9,493,039.49",42,"23,673,661","23,195",394,"18,616,114","47,249.02","3,366,394","4,143,366.96",2,"7,448,189",13,"351,788,322:260,668,775:259,846,820:351,075,800",42.55
bColLiv1,Columba livia,Columba livia,rock dove,hap1 (CHECK PARENT),trio,,,,"1,112,152,811",0.795,52,12.8,,,,Simona Secomandi,RU,,,,,,,865,"1,287,666,713","1,488,632.04","77,482,741","88,472,328.49",5,"84,824,678","102,434,549.72",4,"211,026,637","12,895","1,077","1,287,624,313","1,195,565.75","14,482,990","16,872,504.06",27,"17,163,935","19,534,587.55",21,"54,502,558","12,895",212,"42,400",200,200,200,106,200,200,"378,273,280:268,270,966:271,715,076:369,364,991",41.94
bColLiv1,Columba livia,Columba livia,rock dove,hap2 (CHECK PARENT),trio,,,,"1,112,152,811",0.795,52,12.8,,,,Simona Secomandi,RU,,,,,,,687,"1,219,401,472","1,774,965.75","68,652,091","87,494,286.42",5,"79,285,947","95,931,656.70",4,"212,747,336","15,172",875,"1,219,363,872","1,393,558.71","16,831,302","18,903,374.99",23,"17,693,529","20,725,652.35",20,"53,882,407","15,172",188,"37,600",200,200,200,94,200,200,"354,039,447:256,954,946:259,180,338:349,189,141",42.33
bCyaCrs1,Cyanocitta cristata,Cyanocitta cristata,blue jay,hap1,HiC,,,,"1,124,963,720",1.05,38,16.4,,,,Alexandra Denisova / Linelle Abueg,RU,,,,,,,326,"1,180,078,107","3,619,871.49","70,776,375","71,162,657.23",6,"70,776,375","74,649,068.54",6,"158,851,056","17,747",656,"1,180,012,107","1,798,798.94","8,015,605","11,421,889.55",36,"9,039,552","11,980,802.33",33,"34,546,023","17,747",330,"66,000",200,200,200,165,200,200,"333,330,311:257,019,091:256,376,638:333,286,067",43.51
bCyaCrs1,Cyanocitta cristata,Cyanocitta cristata,blue jay,hap2,HiC,,,,"1,124,963,720",1.05,38,16.4,,,,Alexandra Denisova / Linelle Abueg,RU,,,,,,,348,"1,242,769,938","3,571,177.98","41,978,799","64,568,304.59",7,"65,830,681","71,329,898.44",6,"158,511,236","22,331",678,"1,242,703,938","1,832,896.66","6,949,967","8,832,195.30",50,"7,372,030","9,756,584.75",42,"24,421,416","22,331",330,"66,000",200,200,200,165,200,200,"343,846,393:277,541,260:276,467,850:344,848,435",44.58
bMelMel2,Melospiza melodia,Melospiza melodia,song sparrow,pri,standard,,,,"1,279,087,728",0.985,32,28.4,,,,Linelle Abueg,RU,,,,,,,471,"1,546,864,917","3,284,214.26","37,278,911","56,417,617.75",10,"70,066,146","68,228,653.67",7,"158,972,739","18,968",654,"1,544,915,819","2,362,256.60","19,453,098","23,499,970.64",23,"25,375,130","28,383,882.97",17,"76,059,538","18,968",183,"1,949,098","10,651","582,952.00",596989.33,2,893400,13,425461240:348085050:346916649:424452880,44.99
mVicPac1,Vicugna pacos,Vicugna pacos,alpaca,hap1,HiC,,,,,,,,,,,Linelle Abueg,RU,,s3://genomeark/species/Vicugna_pacos/mVicPac1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mVicPac1,Vicugna pacos,Vicugna pacos,alpaca,hap2,HiC,,,,,,,,,,,Linelle Abueg,RU,,s3://genomeark/species/Vicugna_pacos/mVicPac1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bMorGui1,Morphnus guianensis,Accipiter gentilis,crested eagle,hap1,HiC,,,,"1,283,433,410",0.513,68,15.9,,,,Linelle Abueg,RU,,,,,,,579,"1,411,137,655","2,437,198.02","49,184,045","51,364,641.06",10,"57,996,825","56,475,527.72",9,"86,506,496","8,870",660,"1,411,121,455","2,138,062.81","28,505,375","31,660,385.16",17,"31,662,539","34,810,258.50",15,"79,958,674","8,870",81,"16,200",200,200,200,41,200,200,"400,191,419:308,221,536:307,059,402:395,649,098",43.6
bMorGui1,Morphnus guianensis,Accipiter gentilis,crested eagle,hap2,HiC,,,,"1,283,433,410",0.513,68,15.9,,,,Linelle Abueg,RU,,,,,,,607,"1,482,061,478","2,441,616.93","49,371,546","51,081,820.05",11,"56,513,276","58,987,398.28",9,"90,394,680","15,115",691,"1,482,044,678","2,144,782.46","26,372,894","29,314,252.02",19,"30,145,205","33,850,631.33",15,"79,808,863","15,115",84,"16,800",200,200,200,42,200,200,"408,507,627:330,091,048:329,643,843:413,802,160",44.52
bPasSan2,Passerculus sandwichensis,Passerculus sandwichensis,Savannah sparrow,pri,standard,,,,"1,093,912,717",1.3,48,16.9,,,,Linelle Abueg,RU,,,,,,,191,"1,294,090,738","6,775,344.18","64,395,891","66,524,174.66",7,"74,669,597","78,697,611.74",5,"157,209,471","19,286",531,"1,290,107,691","2,429,581.34","19,816,254","21,713,906.12",21,"22,969,342","25,608,329.49",16,"58,262,181","19,286",340,"3,983,047","11,715","910,184.00",841491.23,2,1324262,13,362600429:283031681:282300690:362174891,43.82
bPatFas1,Patagioenas fasciata,Patagioenas fasciata,band-tailed pigeon,hap1,HiC,,,,"1,151,536,390",0.633,66,15.9,,,,Simona Secomandi,RU,,,,,,,563,"1,198,945,823","2,129,566","70,091,812.00","91,215,364",5,"79,740,433","94,970,755",4,"215,026,058","15,651",675,"1,188,922,084","1,761,366","18,036,418.00","18,865,474",23,"18,088,336","19,477,959",22,"47,345,240","15,651",112,"10,023,739","89,498","1,638,459","1,274,260.66",3,"1,880,795",13,"335,041,920:257,650,234:259,249,613:336,980,317",43.48
